C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_31_658.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_31_658.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_31_658.jpg, 0, 0, 0, 8.223872E-05
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_31_764.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_31_764.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_31_764.jpg, 0, 0, 0, 7.811103E-05
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_31_869.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_31_869.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_31_869.jpg, 0, 0, 0, 8.140731E-05
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_31_972.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_31_972.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_31_972.jpg, 0, 0, 0, 8.15802E-05
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_32_077.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_32_077.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_32_077.jpg, 0, 0, 0, 8.126802E-05
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_32_180.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_32_180.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_32_180.jpg, 0, 0, 0, 8.141638E-05
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_32_285.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_32_285.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_32_285.jpg, 0, 0, 0, 7.984608E-05
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_32_385.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_32_385.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_32_385.jpg, 0, 0, 0, 7.824248E-05
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_32_490.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_32_490.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_32_490.jpg, 0, 0.1204125, 0, 0.05313142
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_32_596.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_32_596.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_32_596.jpg, 0, 0.4158387, 0, 0.3870514
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_32_696.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_32_696.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_32_696.jpg, 0, 0.7154052, 0, 1.059238
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_32_803.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_32_803.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_32_803.jpg, 0, 0.615096, 0, 1.933868
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_32_905.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_32_905.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_32_905.jpg, 0, 0.5417269, 0, 2.607725
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_33_005.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_33_005.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_33_005.jpg, 0, 0.8442079, 0, 3.471425
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_33_112.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_33_112.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_33_112.jpg, 0, 1, 0, 4.606922
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_33_219.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_33_219.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_33_219.jpg, 0, 1, 0, 5.766714
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_33_326.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_33_326.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_33_326.jpg, 0, 1, 0, 7.143741
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_33_428.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_33_428.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_33_428.jpg, 0, 1, 0, 8.279022
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_33_532.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_33_532.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_33_532.jpg, 0, 1, 0, 9.403249
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_33_638.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_33_638.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_33_638.jpg, -0.0248958, 0.7250885, 0, 10.33368
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_33_742.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_33_742.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_33_742.jpg, -0.3409296, 0.4090547, 0, 10.85432
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_33_847.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_33_847.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_33_847.jpg, -0.06820709, 0.05758698, 0, 11.0315
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_33_951.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_33_951.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_33_951.jpg, 0, 0.1812639, 0, 10.99329
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_34_051.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_34_051.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_34_051.jpg, 0, 0.4822272, 0, 11.34806
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_34_152.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_34_152.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_34_152.jpg, 0, 0.7777903, 0, 12.0346
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_34_257.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_34_257.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_34_257.jpg, -0.3041001, 1, 0, 13.00035
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_34_361.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_34_361.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_34_361.jpg, -0.07663499, 1, 0, 13.92645
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_34_464.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_34_464.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_34_464.jpg, 0, 1, 0, 15.21887
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_34_571.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_34_571.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_34_571.jpg, -0.3200538, 1, 0, 16.3233
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_34_676.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_34_676.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_34_676.jpg, -0.04014511, 1, 0, 17.32725
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_34_783.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_34_783.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_34_783.jpg, -0.055734, 1, 0, 18.38617
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_34_891.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_34_891.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_34_891.jpg, -0.434826, 1, 0, 19.52517
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_34_996.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_34_996.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_34_996.jpg, -0.3718147, 1, 0, 20.43
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_35_098.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_35_098.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_35_098.jpg, -0.230845, 1, 0, 21.46646
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_35_200.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_35_200.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_35_200.jpg, -0.5141683, 1, 0, 22.37222
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_35_300.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_35_300.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_35_300.jpg, -0.7515338, 1, 0, 23.13908
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_35_407.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_35_407.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_35_407.jpg, -0.382279, 1, 0, 24.30076
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_35_514.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_35_514.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_35_514.jpg, -0.08669296, 1, 0, 25.27758
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_35_619.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_35_619.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_35_619.jpg, 0, 1, 0, 26.20472
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_35_726.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_35_726.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_35_726.jpg, 0, 1, 0, 27.33449
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_35_826.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_35_826.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_35_826.jpg, 0, 1, 0, 28.26666
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_35_927.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_35_927.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_35_927.jpg, 0, 1, 0, 29.19015
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_36_033.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_36_033.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_36_033.jpg, 0, 1, 0, 30.10504
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_36_134.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_36_134.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_36_134.jpg, -0.047715, 1, 0, 30.18892
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_36_242.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_36_242.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_36_242.jpg, -0.244116, 1, 0, 30.17603
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_36_347.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_36_347.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_36_347.jpg, 0, 1, 0, 30.1896
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_36_452.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_36_452.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_36_452.jpg, 0, 1, 0, 30.1902
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_36_556.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_36_556.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_36_556.jpg, -0.20418, 1, 0, 30.18068
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_36_666.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_36_666.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_36_666.jpg, -0.2424669, 1, 0, 30.18745
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_36_774.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_36_774.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_36_774.jpg, 0, 1, 0, 30.18784
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_36_879.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_36_879.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_36_879.jpg, 0, 1, 0, 30.19018
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_36_985.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_36_985.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_36_985.jpg, 0, 1, 0, 30.1903
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_37_088.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_37_088.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_37_088.jpg, 0, 1, 0, 30.19031
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_37_196.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_37_196.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_37_196.jpg, 0, 1, 0, 30.19028
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_37_298.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_37_298.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_37_298.jpg, 0, 1, 0, 30.19029
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_37_403.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_37_403.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_37_403.jpg, 0, 1, 0, 30.18971
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_37_508.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_37_508.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_37_508.jpg, 0, 1, 0, 30.19032
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_37_612.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_37_612.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_37_612.jpg, -0.1778427, 1, 0, 30.18147
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_37_719.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_37_719.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_37_719.jpg, -0.1903011, 1, 0, 30.18789
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_37_819.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_37_819.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_37_819.jpg, 0, 1, 0, 30.18954
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_37_927.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_37_927.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_37_927.jpg, 0, 1, 0, 30.19019
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_38_031.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_38_031.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_38_031.jpg, 0, 1, 0, 30.1903
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_38_136.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_38_136.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_38_136.jpg, 0, 1, 0, 30.19029
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_38_239.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_38_239.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_38_239.jpg, 0, 1, 0, 30.19034
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_38_339.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_38_339.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_38_339.jpg, -0.1546449, 1, 0, 30.18353
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_38_441.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_38_441.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_38_441.jpg, -0.2838402, 1, 0, 30.17767
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_38_547.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_38_547.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_38_547.jpg, 0, 1, 0, 30.18845
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_38_654.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_38_654.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_38_654.jpg, 0, 1, 0, 30.1901
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_38_761.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_38_761.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_38_761.jpg, -0.0960006, 1, 0, 30.1888
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_38_861.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_38_861.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_38_861.jpg, -0.2626218, 1, 0, 30.17672
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_38_963.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_38_963.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_38_963.jpg, 0, 1, 0, 30.18861
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_39_069.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_39_069.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_39_069.jpg, 0, 1, 0, 30.19035
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_39_175.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_39_175.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_39_175.jpg, -0.09083759, 1, 0, 30.18806
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_39_280.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_39_280.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_39_280.jpg, -0.4004907, 1, 0, 30.15705
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_39_386.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_39_386.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_39_386.jpg, -0.1158954, 1, 0, 30.19162
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_39_495.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_39_495.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_39_495.jpg, 0, 1, 0, 30.18926
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_39_598.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_39_598.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_39_598.jpg, 0, 1, 0, 30.19032
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_39_702.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_39_702.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_39_702.jpg, 0, 1, 0, 30.1904
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_39_809.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_39_809.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_39_809.jpg, 0, 1, 0, 30.19027
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_39_915.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_39_915.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_39_915.jpg, -0.287571, 1, 0, 30.16994
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_40_018.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_40_018.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_40_018.jpg, -0.2419219, 1, 0, 30.18679
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_40_127.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_40_127.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_40_127.jpg, 0, 1, 0, 30.18836
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_40_233.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_40_233.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_40_233.jpg, 0, 1, 0, 30.1896
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_40_336.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_40_336.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_40_336.jpg, 0, 1, 0, 30.19025
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_40_442.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_40_442.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_40_442.jpg, 0, 1, 0, 30.19029
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_40_544.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_40_544.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_40_544.jpg, 0, 1, 0, 30.1903
C:\Machine Learning\sendex\Data\IMG\center_2024_03_18_01_06_40_648.jpg, C:\Machine Learning\sendex\Data\IMG\left_2024_03_18_01_06_40_648.jpg, C:\Machine Learning\sendex\Data\IMG\right_2024_03_18_01_06_40_648.jpg, 0, 1, 0, 30.19032
